"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract","Optical Design and Detection Method","Electronics and Control System","Manufacturing and Cost Considerations"
"Progress in Automated Urinalysis","https://scispace.com/paper/progress-in-automated-urinalysis-4kxy7xdmqe","2019","Journal Article","Korean Journal of Laboratory Medicine","Matthijs Oyaert
Joris R. Delanghe","10.3343/ALM.2019.39.1.15","https://biblio.ugent.be/publication/8589123/file/8708569.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions reflectometry for strip reading and integration trends, but lacks detailed benchtop design specs and in‑depth optical methodology; provides general overview of technology use.","New technological advances have paved the way for significant progress in automated urinalysis. Quantitative reading of urinary test strips using reflectometry has become possible, while complementary metal oxide semiconductor (CMOS) technology has enhanced analytical sensitivity and shown promise in microalbuminuria testing. Microscopy-based urine particle analysis has greatly progressed over the past decades, enabling high throughput in clinical laboratories. Urinary flow cytometry is an alternative for automated microscopy, and more thorough analysis of flow cytometric data has enabled rapid differentiation of urinary microorganisms. Integration of dilution parameters (e.g., creatinine, specific gravity, and conductivity) in urine test strip readers and urine particle flow cytometers enables correction for urinary dilution, which improves result interpretation. Automated urinalysis can be used for urinary tract screening and for diagnosing and monitoring a broad variety of nephrological and urological conditions; newer applications show promising results for early detection of urothelial cancer. Concomitantly, the introduction of matrix-assisted laser desorption ionization-time-of-flight mass spectrometry (MALDI-TOF MS) has enabled fast identification of urinary pathogens. Automation and workflow simplification have led to mechanical integration of test strip readers and particle analysis in urinalysis. As the information obtained by urinalysis is complex, the introduction of expert systems may further reduce analytical errors and improve the quality of sediment and test strip analysis. With the introduction of laboratory-on-a-chip approaches and the use of microfluidics, new affordable applications for quantitative urinalysis and readout on cell phones may become available. In this review, we present the main recent developments in automated urinalysis and future perspectives.","","",""
"Colorimetric recognition for urinalysis dipsticks based on quadratic discriminant analysis","https://scispace.com/paper/colorimetric-recognition-for-urinalysis-dipsticks-based-on-4vfzyggwnj","2017","Proceedings Article","International Conference of the IEEE Engineering in Medicine and Biology Society","Yong He
Kai Dong
Yongheng Hu
Tao Dong","10.1109/EMBC.2017.8037709","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses image‑based colorimetric analysis with quadratic discriminant analysis, not reflectance photometry; provides no hardware layout or benchtop integration details.","Detection of biomarkers in urine sample is often conducted by use of dipsticks, which provides a qualitative result. Urinalysis involving image recognition and data processing has becoming one of the powerful tools in clinical diagnosis. This paper presents colorimetric recognition of urinalysis dipsticks based on quadratic discriminant analysis (QDA) in order to overcome the drawbacks, such as, limited detection area, seriously affected by the external light conditions etc. It can decrease the error of color space conversion by directly processing the data from the captured image using QDA. The correlation of the sRGB color space and the difference of covariance matrix of the acquired data were took into account in this discriminant analysis. The results of validation experiments by Matlab simulation show that it can effectively identify the similarity between the test and reference color on the dipsticks with the color recognition accuracy at 97.33%.","","",""
"Recent Advances in Biosensor Technologies for Point-of-Care Urinalysis","https://scispace.com/paper/recent-advances-in-biosensor-technologies-for-point-of-care-qm0y5lcq","2022","Journal Article","Biosensors","Chul Min Hwang
Won-June Lee
Su Dong Kim
Sungjun Park
Joo Hee Kim","10.3390/bios12111020","https://scispace.com/pdf/recent-advances-in-biosensor-technologies-for-point-of-care-qm0y5lcq.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on a 3D‑printed electrochemical pH sensor for urine, without any optical reflectance or dipstick analyzer design.","","","",""
"Low-power, low-cost urinalysis system with integrated dipstick evaluation and microscopic analysis.","https://scispace.com/paper/low-power-low-cost-urinalysis-system-with-integrated-1fwfehypyr","2018","Journal Article","Lab on a Chip","Gennifer T. Smith
Linkai Li
Yue Zhu
Audrey K. Ellerbee Bowden","10.1039/C8LC00501J","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses cellphone-based microscopy and filtration for dipstick imaging; lacks benchtop form factor and reflectance photometry, but provides some hardware design insight.","We introduce a coupled dipstick and microscopy device for analyzing urine samples. The device is capable of accurately assessing urine dipstick results while simultaneously imaging the microscopic contents within the sample. We introduce a long working distance, cellphone-based microscope in combination with an oblique illumination scheme to accurately visualize and quantify particles within the urine sample. To facilitate accurate quantification, we couple the imaging set-up with a power-free filtration system. The proposed device is reusable, low-cost, and requires very little power. We show that results obtained with the proposed device and custom-built app are consistent with those obtained with the standard clinical protocol, suggesting the potential clinical utility of the device.","","",""
"Design Principles for Microfluidic Biomedical Diagnostics in Space","https://scispace.com/paper/design-principles-for-microfluidic-biomedical-diagnostics-in-4dsql34cct","2011","Book Chapter","","Emily S. Nelson","10.5772/21669","https://scispace.com/pdf/design-principles-for-microfluidic-biomedical-diagnostics-in-4dsql34cct.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on microfluidic diagnostics for space, dry chemistry, fluorescence and multiplexing; no urine dipstick, benchtop, or reflectance photometry discussed.","The human body adapts to the space environment in a number of direct and indirect ways. With the near-removal of gravitational forces, body fluid tends to move headwards from the lower extremities. As the body adapts to this changed distribution of fluid, plasma volume in the blood decreases within days. This change increases the relative concentration of red blood cells in the blood, which may be a factor in the observed decrease in red blood cell generation. (For discussion of this and similar issues, see, e.g., (Blaber et al., 2010)). Newly modified concentrations of various dissolved gases, hormones, electrolytes, and other substances induce a cascade of inter-woven effects. Other direct effects of space include conformational changes in compliant tissue, including the shape of the heart. Muscles tend to atrophy without the challenge of gravitational loading. More troubling, key regions in the load-bearing skeleton, such as the hip and lumbar spine, can lose mass at a rate of 1.5-2.5% per month, at least for several months. Aside from the loss of gravitational loading, other environmental factors include radiation exposure (Akopova et al., 2005), altered light/dark cycles, and the psychological stress of living in a confined space in a dangerous environment with only a few people for months at a time. Biomedical research continues to expand our knowledge base and provide insights into the shortand long-term effects of spaceflight on the human body. Space medicine is concerned with the more immediate needs of astronaut patients who are living in low earth orbit right now. Both of these tasks require biodiagnostic tools that give meaningful information. The retirement of the Space Shuttle removes the primary avenue for returning astronaut blood samples to earth for lab analysis. This requires a shift in focus from ground-based analysis of space-exposed samples to on-orbit analysis. While this is a significant challenge, it also provides an opportunity to use the International Space Station (ISS) to develop nextgeneration medical diagnostics for space. For long-duration spaceflight, we know that the crew will have to operate at an unprecedented level of autonomy. The need for compact, efficient, reliable, adaptable diagnostics will be critical for maintaining the health of the crew and their environment. The ISS can be used as a proving ground for these emerging technologies so that we can refine these tools before the need becomes urgent. The demands placed on onboard diagnostics are not simple to meet. Minimal resources for power, storage, excess volume and mass are available. Assume that the entire medical supply kit for long-duration spaceflight will be roughly the size of a shoebox. Little or no supply chain is to be expected. Devices and their supporting reagents and additives must remain viable for","","",""
"Sensing technologies on active and passive Al2O3 glass","https://scispace.com/paper/sensing-technologies-on-active-and-passive-al2o3-glass-1z0z1i04fv","2020","Dissertation","","M. de Goede","10.3990/1.9789036549660","https://scispace.com/pdf/sensing-technologies-on-active-and-passive-al2o3-glass-1z0z1i04fv.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes a disposable optical microchip and portable reader for urine analysis, but lacks benchtop dipstick format, optical reflectance photometry, and detailed hardware design.","Soluble biomarkers obtained from human bodily fluids can act as a diagnostic tool for assessing the presence of a disease or monitoring its progression. Optical resonators are well suited for detecting disease biomarkers since they have both a high sensitivity due to a large evanescent field and high quality factors that allow monitoring minute concentrations of analyte. The research presented in this thesis concerns the development of integrated optical biosensors based on ring resonators realized on the Yb3+:Al2O3 material platform and demonstrates several proof-of-concepts thereof. A variety of biosensing schemes was explored to detect the cancer protein biomarker rhS100A4 from urine. First, undoped, passive Al2O3 ring resonators were developed and used as sensor by monitoring the shift of the resonance wavelength. A surface functionalization was applied to form a bioreceptor layer of Anti-S100A4 monoclonal antibodies to detect the rhS100A4 cancer protein biomarker from urine with a limit of detection of 3 nM. Second, single-mode Yb3+:Al2O3 ring and disk resonator lasers were realized for light emission at a wavelength around 1030 nm. These were used as sensors by monitoring the shift of the lasing wavelength by heterodyning their light emission with an external laser to form an optical beat note on a photodetector. This scheme improved the biomarker limit of detection by a factor of ten. Finally, mode-splitting of the resonances was induced by engineering gratings on the ring resonators. Self-referenced biosensing was realized by monitoring changes of the mode-splitting, which were only induced by biomarker binding and were insensitive to other, environmental perturbations. Using these gratings, microwave signals were generated from mode-splitting of lasers, which allow self-referenced sensors relying on novel sensing readout schemes and simpler devices. The developed optical sensing technologies of the Yb3+:Al2O3 material platform could benefit healthcare applications and medical diagnostics.","","",""
"Urine Analysis has a Very Broad Prospect in the Future","https://scispace.com/paper/urine-analysis-has-a-very-broad-prospect-in-the-future-12yklac7","2022","Journal Article","Frontiers in analytical science","Zijuan Zhang
Jingnan Liu
Yaxing Chen
Jian Chen
Hui Zhao
Xiaoqiao Ren","10.3389/frans.2021.812301","https://scispace.com/pdf/urine-analysis-has-a-very-broad-prospect-in-the-future-12yklac7.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper is a broad review of urine testing methods; it lacks any description of a benchtop dipstick device, optical reflectance design, or detailed hardware implementation.","Medical tests are playing an increasingly important role in the diagnosis and treatment of diseases. Urine tests, blood tests and stool tests together constitute the three major routine examination items of modern medicine and are an important part of medical tests. Urine is a body fluid normally metabolized by the human body. Compared with using blood as a test sample, using urine as a medical test sample has many advantages, such as non-invasiveness and convenient collection. This article discusses the advantages of urine test compared with blood test, the understanding and application of urine in traditional medicine, the application of urine test in social life, the current dilemma and the future urine test may play a greater role The value and advantages are discussed, aiming to increase people’s attention to urine testing by explaining the advantages of urine testing, and to discover more functions of urine testing, thereby optimizing medical testing methods and reducing the pain and fear of patients. Improve inspection efficiency, reduce national and personal medical inspection expenditures, and save medical resources.","","",""
"Paper-based diagnostic devices","https://scispace.com/paper/paper-based-diagnostic-devices-1599epzly0","2017","Book Chapter","","Spencer A. Schultz
Isabelle C. Noxon
Tyler A. Sisley
Andres W. Martinez","10.1049/PBHE003E_CH2","https://scispace.com/pdf/paper-based-diagnostic-devices-1599epzly0.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Describes dipstick basics and color chart reading, but lacks benchtop integration, detailed hardware design, or specific optical reflectance photometry methods for urine analysis.","This chapter will provide an overview of existing diagnostic devices made primarily out of paper and then focus on paper-based microfluidic devices, the next generation of paper-based diagnostic devices that promises to extend the use of paper as a material for fabricating diagnostic devices well into the future.","","",""
"Using a Smartphone for Point-of-Care Urinalysis of Chronic Kidney Disease","https://scispace.com/paper/e40RDB4n6QAJ","","","","S Akraa","","https://flex.flinders.edu.au/file/c7e6a8ef-8fd3-4d64-a0f4-02a112737c57/1/Thesis_shaymaa_PDF_2018.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses smartphone camera for point‑of‑care urinalysis; lacks benchtop integration, but discusses hardware attachment and reflectance‑based color analysis.","","","",""
"Near patient testing and pathology in the new millennium","https://scispace.com/paper/near-patient-testing-and-pathology-in-the-new-millennium-4b00w47cew","2000","Journal Article","Journal of Clinical Pathology","M. Crook","10.1136/JCP.53.1.27","https://pmc.ncbi.nlm.nih.gov/articles/PMC1731065/pdf/v053p00027.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper discusses general near‑patient testing concepts and history; it does not describe a benchtop dipstick device, optical reflectance design, or related hardware details.","Recently laboratories have tended to become more specialised and also centralised. Some process millions of samples a year, somewhat like a factory assembly line. High throughput, cost–effective automation (perhaps including the use of robotics), stringent quality assurance processes, computerisation with data storage and retrieval systems, and highly skilled monitored personnel are now common practice in many laboratories. Paradoxically, at the same time there has been a gradual growth in the decentralisation of laboratory tests for patient management, with test analysis being performed at the bedside, clinic, or by the patients themselves at home. This process has been broadly called “near patient testing” or NPT. Many terms have been ascribed to laboratory testing in sites other than centralised laboratories such as: alternative site testing, point of care testing, physician office laboratory testing, bedside testing, limited service laboratory testing, ancillary testing, out of laboratory testing, and near patient testing, to name but a few. However, in the United Kingdom NPT is popularly used, although the question arises of how near is near, and what about individuals who are not patients? The term “point of care testing” may be preferable, as this would include bedside testing, in vivo testing, physician office laboratory testing, and patient self testing.1

In a classic paper about 15 years ago, the basic philosophy behind NPT in the context of clinical biochemistry was described.2 New technologies now exist that have brought into being this prophetic message. Indeed, matters have now extended beyond clinical biochemistry to other pathology disciplines, including microbiology and haematology. This recent interest in NPT returns us to over 100 years ago when clinicians would taste their patients' urine at the bedside to help diagnosis diabetes mellitus, or would evaluate patients' body fluids with a microscope on the ward.

### TURNAROUND TIMES

One of the main advantages of …","","",""
"Analysis of paper-based colorimetric assays with a smartphone spectrometer","https://scispace.com/paper/analysis-of-paper-based-colorimetric-assays-with-a-2pyqk8t2kx","2019","Journal Article","IEEE Sensors Journal","Elizabeth V. Woodburn
Kenneth D. Long
Brian T. Cunningham","10.1109/JSEN.2018.2876631","https://ieeexplore.ieee.org/ielaam/7361/8585164/8494768-aam.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on a smartphone spectrometer for generic paper‑based colorimetric assays, lacking benchtop urine dipstick integration, reflectance photometry, and specific hardware design for urine analysis.","We report on the adaptation of a smartphone’s rear-facing camera to function as a spectrometer that measures the spectrum of light scattered by common paper-based assay test strips. We utilize a cartridge that enables a linear series of test pads in a single strip to be swiped past the read head of the instrument while the phone’s camera records video. The strip is housed in a custom-fabricated cartridge that slides through the instrument to facilitate illumination with white light from the smartphone’s flash LED that is directed through an optical fiber. We demonstrate the ability to detect subtle changes in the scattered spectrum that enables quantitative analysis of single-analyte and multi-analyte strips. The demonstrated capability can be applied to broad classes of paper-based assays in which visual observation of colored strips is not sufficiently quantitative, and for which analysis of red-green-blue pixel values of a camera image are not capable of measuring complex scattered spectra.","","",""
"Automated urinalysis: first experiences and a comparison between the Iris iQ200 urine microscopy system, the Sysmex UF-100 flow cytometer and manual microscopic particle counting","https://scispace.com/paper/automated-urinalysis-first-experiences-and-a-comparison-1wtkd4pe0u","2007","Journal Article","Clinical Chemistry and Laboratory Medicine","Noushin Shayanfar
Ulrich Tobler
Arnold von Eckardstein
Lukas Bestmann","10.1515/CCLM.2007.503","https://scispace.com/pdf/automated-urinalysis-first-experiences-and-a-comparison-1wtkd4pe0u.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Compares automated microscopy and flow cytometry systems; dipstick used only as a reference test, no benchtop reflectance photometry device or detailed hardware design described.","BACKGROUND: Automated analysis of insoluble urine components can reduce the workload of conventional microscopic examination of urine sediment and is possibly helpful for standardization. We compared the diagnostic performance of two automated urine sediment analyzers and combined dipstick/automated urine analysis with that of the traditional dipstick/microscopy algorithm.
METHODS: A total of 332 specimens were collected and analyzed for insoluble urine components by microscopy and automated analyzers, namely the Iris iQ200 (Iris Diagnostics) and the UF-100 flow cytometer (Sysmex).
RESULTS: The coefficients of variation for day-to-day quality control of the iQ200 and UF-100 analyzers were 6.5% and 5.5%, respectively, for red blood cells. We reached accuracy ranging from 68% (bacteria) to 97% (yeast) for the iQ200 and from 42% (bacteria) to 93% (yeast) for the UF-100. The combination of dipstick and automated urine sediment analysis increased the sensitivity of screening to approximately 98%.
CONCLUSIONS: We conclude that automated urine sediment analysis is sufficiently precise and improves the workflow in a routine laboratory. In addition, it allows sediment analysis of all urine samples and thereby helps to detect pathological samples that would have been missed in the conventional two-step procedure according to the European guidelines. Although it is not a substitute for microscopic sediment examination, it can, when combined with dipstick testing, reduce the number of specimens submitted to microscopy. Visual microscopy is still required for some samples, namely, dysmorphic erythrocytes, yeasts, Trichomonas, oval fat bodies, differentiation of casts and certain crystals.","","",""
"New and developing diagnostic technologies for urinary tract infections","https://scispace.com/paper/new-and-developing-diagnostic-technologies-for-urinary-tract-tolqhuia2z","2017","Journal Article","Nature Reviews Urology","Michael T. Davenport
Kathleen E. Mach
Linda D. Shortliffe
Niaz Banaei
Tza-Huei Wang
Joseph C. Liao
Joseph C. Liao","10.1038/NRUROL.2017.20","https://scispace.com/pdf/new-and-developing-diagnostic-technologies-for-urinary-tract-tolqhuia2z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The review mentions dipstick screening for UTIs but provides no benchtop device, optical reflectance photometry, or hardware design details, so it does not satisfy any criterion.","Timely and accurate identification and determination of the antimicrobial susceptibility of uropathogens is central to the management of UTIs. Urine dipsticks are fast and amenable to point-of-care testing, but do not have adequate diagnostic accuracy or provide microbiological diagnosis. Urine culture with antimicrobial susceptibility testing takes 2-3 days and requires a clinical laboratory. The common use of empirical antibiotics has contributed to the rise of multidrug-resistant organisms, reducing treatment options and increasing costs. In addition to improved antimicrobial stewardship and the development of new antimicrobials, novel diagnostics are needed for timely microbial identification and determination of antimicrobial susceptibilities. New diagnostic platforms, including nucleic acid tests and mass spectrometry, have been approved for clinical use and have improved the speed and accuracy of pathogen identification from primary cultures. Optimization for direct urine testing would reduce the time to diagnosis, yet these technologies do not provide comprehensive information on antimicrobial susceptibility. Emerging technologies including biosensors, microfluidics, and other integrated platforms could improve UTI diagnosis via direct pathogen detection from urine samples, rapid antimicrobial susceptibility testing, and point-of-care testing. Successful development and implementation of these technologies has the potential to usher in an era of precision medicine to improve patient care and public health.","","",""
"Urinalysis: diagnostic performance of urine dipstick compared to an automated microscopic method","https://scispace.com/paper/urinalysis-diagnostic-performance-of-urine-dipstick-compared-12eivu2c","2023","Journal Article","","Erik A. San Miguel-Garay
Jorge M. Llaca-Díaz
Diana G. Robles-Espino
Erik Alejandro Díaz-Chuc
Claudio F. Luna-Falcón
Sergio Ayala-De la Cruz","10.24875/rmu.22000063","https://scispace.com/pdf/urinalysis-diagnostic-performance-of-urine-dipstick-compared-12eivu2c.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Evaluates dipstick diagnostic performance versus microscopy; lacks benchtop device description, hardware design, or optical reflectance photometry details.","","","",""
"Portable analytical systems for quality control and monitoring in pharmaceutical manufacturing facilities","https://scispace.com/paper/portable-analytical-systems-for-quality-control-and-kz28lmsd3rjy","2022","Repository","","M Atia Abuzeid","10.25959/23246447.v1","https://figshare.utas.edu.au/articles/thesis/Portable_analytical_systems_for_quality_control_and_monitoring_in_pharmaceutical_manufacturing_facilities/26982670/1/files/49114240.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on portable capillary electrophoresis and swab sampling for explosives, drugs, and lidocaine; no urine dipstick, optical reflectance, or related hardware discussed.","Currently, the miniaturized portable analytical devices that have succeeded in providing a substantial impact in their field of application are mainly based on electrochemistry and spectroscopy. They are simple, automated and do not require significant sample preparation. However, electrochemical methods suffer from the adsorption of matrix constituents and loss of electrode sensitivity and point-and-shoot handheld devices based on spectral analysis like IR and FTIR have low sensitivity due to the low field of view for surface analysis and suffer from interferences. Separation-based portable analytical devices can provide better selectivity and sensitivity. Apart from using the few available portable ion mobility spectroscopy and gas chromatography instruments, samples collected in the field are either sent to the laboratory to be extracted and analysed or manually extracted and then analysed using a portable device on-site. They still require extensive intervention from a professional analyst for sampling, sample preparation and analysis. Miniaturized liquid chromatography is still barely past the prototype stage. It takes a longer time when compared with other separation techniques. CE is a potentially cheaper and faster separation-based portable analytical device inherently simpler for miniaturization. It requires a very low volume of reagents and samples (nL to ˜í¬¿L). Most of the portable CE instruments are still prototypes or still require sample preparation before analysis. However, the GreyScan¬¨vÜ ETD-100 is a new portable analytical device that integrates a sample swab extraction system into CE coupled with capacitively coupled contactless conductivity detection (C4D). Within 40 s from inserting a swab, inorganic explosives residues on swabs are automatically extracted and analysed. The system is small and portable and provides a convenient way of field sampling and analysis. This work aims to evaluate the potential of using swab-based sampling and portable CE in different fields related to pharmaceutical analysis and repurpose the GreyScan¬¨vÜ ETD-100 in applications other than explosive detection. Chapter 1 presents the benefits and drawbacks of portable analytical devices with a brief history of the evolution of portable analytical devices. Moreover, some selected portable devices are described according to their field of application. Chapter 2 provides an insight into the fundamentals of CE with a detailed review of the development of portable CE instrumentation since the first portable CE was described in the literature 25 years ago until now. In chapter 3, the feasibility of using GreyScan¬¨vÜ ETD-100 in cleaning verification in industrial facilities was evaluated. Lidocaine was chosen as a model compound. A sensitive and selective method was developed and validated according to the International Council for Harmonisation of Technical Requirements for Pharmaceuticals for Human Use (ICH) guidelines. Moreover, different types of swabs were tested and evaluated. Then, the sensitivity and selectivity of the device to detect lidocaine was demonstrated and compared with the official limits set by the regulatory authority. The recovery of lidocaine from a stainless-steel coupon was 81.3%, with a limit of detection (LOD) of 0.13 ˜í¬¿g/swab, which was comparable with those obtained from other LC and CE methods. In chapter 4, a novel approach for the mass production of polymeric permanently coated capillaries was demonstrated where the inner surface of fused-silica capillaries was coated via gas-phase chemical reactions using chemical vapour deposition (CVD) for electroosmotic flow (EOF) control. Fused-silica capillaries with a 25 ˜í¬¿m ID were coated with (3-glycidyloxypropyl) trimethoxysilane (GPTMS) by both CVD and liquid phase deposition (LPD) approaches, and the EOF was measured from pH 3-9. The CVD coating showed a more significant reduction in EOF at all pH values than LPD approach. Capillaries were also modified with the weak base (3-aminopropyl) trimethoxysilane (APTMS) to provide a pH-dependent positive surface charge, the weak acid 3-mercaptopropyltrimethoxysilane (MPTMS) was used to provide a pH-dependent negative surface charge and trichloro(1H,1H,2H,2H-perfluorooctyl) silane (PFOCTS) was used to provide a neutral hydrophobic coating. APTMS showed a reduction of the EOF at pH 9, with EOF reversal observed below pH 6. MPTMS provided a slightly lower EOF than an unmodified capillary at high pH, and a slightly higher EOF at lower pH. PFOCTS provided the most consistent EOF as a function of pH. CVD was also used for in situ molecular layer deposition (MLD) of poly(p-phenylene terephthalamide) (PPTA) using the self-limiting sequential reaction between terephthalaldehyde (TA) and p-phenylenediamine (PD). The deposition of successive layers resulted in increased surface coverage of the polymer and a greater reduction in EOF at pH higher than 5. The stability of the coated capillaries was tested at pH 8.8 for the separation of inorganic anions. Over 1.5 months of continuous operation (‚Äöv¢v†4130 runs), the reproducibility of the apparent mobilities for chloride, nitrite, nitrate and sulfate were 2.43%, 2.56%, 2.63% and 3.05%, respectively. In chapter 5, the manual setup developed in chapter 4 was modified to develop an automated system for coating capillaries using the proposed CVD technique. The system design was automated using Labview. After the coating conditions were optimized, the system was used to develop a permanent polymeric coating made of 50 layers of PPTA inside a 25 ˜í¬¿m capillary to eliminate the EOF. Finally, the inner surface of the coated capillaries was characterized using scanning electron microscopy (SEM) In chapter 6, GreyScan¬¨vÜ ETD-100 was examined in a more challenging application. A sensitive and robust method was developed and tested to detect methamphetamine and its precursor in clandestine drug laboratories and non-invasively collected biological fluids. Unlike the ideal cleaned pharmaceutical manufacturing units, swabbing walls, floors and carpets in clandestine laboratories provided a more complex sample matrix with high salt deposits. Moreover, an enhanced sensitivity was achieved using transient isotachophoresis (tITP) on the novel polymeric capillary coating developed in Chapter 4 and 5. The ETD-100 showed LOD and LOQ ‚ÄövÑv¨ acceptable with the guidelines for analysis of methamphetamine (MA) in clandestine labs ‚ÄövÑv¨ of 0.02 and 0.05 ˜í¬¿g/swab with an enhancement factor of 118 and 328 for MA and pseudoephedrine (PSE), respectively, with a recovery above 60 % for all swabs used. In chapter 7, some problems were identified while using the Greyscan¬¨vÜ ETD-100 and CVD; potential solutions were tested to address these problems and future plans and recommendations were offered to the manufacturer to enhance the system performance. ","","",""
"Point-of-care testing: Revolutionizing clinical biochemistry using decentralized diagnostics","https://scispace.com/paper/point-of-care-testing-revolutionizing-clinical-biochemistry-xp3w02pypdi4","2025","Journal Article","Journal of basic and clinical physiology and pharmacology","Simran Shaikh
Sanjyoti Panchbudhe
Rajni R Shivkar
Arnab Banerjee
Paulami Deshmukh
Charushila Y. Kadam","10.1515/jbcpp-2025-0029","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses reflectance photometry for dipstick detection, but lacks a dedicated benchtop integrated system; provides some hardware discussion, yet not detailed design.","","","",""
"Urine dipstick precision with standard visual and automated methods within a small animal teaching hospital","https://scispace.com/paper/urine-dipstick-precision-with-standard-visual-and-automated-pji1pj1zlr","2018","Journal Article","Veterinary Record","Marisa Ferreira
Marta Garcia Arce
Ian Handel
Craig Breheny
Adam Gow","10.1136/VR.104841","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses automated reader to improve precision but provides no details on benchtop design, optical reflectance photometry principles, or hardware architecture.","Urine dipstick results may vary between operators/methods. The magnitude of variation across the veterinary field is currently unknown. The aim of this study was to compare the precision of urine dipstick results between standard direct visual and automated reading methods when performed by several operators. Urine samples were pooled and divided into three aliquots: one plain, one with glucose and one with serum. Final year students, veterinary surgeons and veterinary nurses, blinded to each sample, were then asked to perform dipstick analysis with direct visualisation and an automated analyser, and their technique was observed. A subsequent session was undertaken with samples which had pH titrated to achieve an acidic, neutral or alkaline value. Sixty-four veterinary students, 20 veterinary surgeons and seven veterinary nurses performed the first (n=61) or second (n=30) part of the study. Precision was greater using the automated reader. The most common observed technique errors were: lack of sample mixing, for both visual and automated methods, and not timing readings as per manufacturer instructions when performing visual analysis. This study suggests that in an environment with multiple operators, as is the case in veterinary teaching or large private hospitals, automated urine dipstick reading improves precision of results.","","",""
"Performance Evaluation of Three URiSCAN Devices for Routine Urinalysis","https://scispace.com/paper/performance-evaluation-of-three-uriscan-devices-for-routine-1qxc8xbiia","2016","Journal Article","Journal of Clinical Laboratory Analysis","Kiwoong Ko
Min-Jung Kwon
Seungho Ryu
Hee-Yeon Woo
Hyosoon Park","10.1002/JCLA.21874","https://scispace.com/pdf/performance-evaluation-of-three-uriscan-devices-for-routine-1qxc8xbiia.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses three URiSCAN benchtop devices that employ reflectance photometry for dipstick analysis; provides performance data and some methodological description, but offers limited hardware design specifics.","Background

This study compares the diagnostic performance (in routine urinalysis) of three URiSCAN devices and three Roche analyzers to manual microscopy and quantitative assays.



Methods

We analyzed eight dipstick tests using three URiSCAN devices. The results were compared to those of the tests performed using three Roche analyzers. The results of leukocyte and erythrocyte screens were compared to those obtained using manual microscopy. Protein, glucose, pH, and specific gravity (SG) assays performed on the URiSCAN devices were compared with the results of corresponding quantitative assays.



Results

The rates of agreement within one grade difference were found to be more than 94.3%. When compared with manual microscopy, the Optima provided better diagnostic performance for the detection of leukocytes compared with the Urisys 1100. Compared to the Urisys 2400, the Super plus provided better diagnostic performance with regard to both leukocytes and erythrocytes. There was good correlation between the three URiSCAN devices and each quantitative assay, except for SG detection.



Conclusion

There were well correlated results between those of the three URiSCAN devices and those obtained using the corresponding Roche analyzers, quantitative assays, and manual microscopy. URiSCAN series devices are therefore suitable for routine urinalysis in clinical laboratories.","","",""
"Clinical chemistry laboratory automation in the 21st century-Amat Victoria curam (Victory loves careful preparation)","https://scispace.com/paper/b7KYLuw1yf0J","","","","DA Armbruster
DR Overcash","","https://pmc.ncbi.nlm.nih.gov/articles/PMC4204236/pdf/cbr-35-143.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions urine analysis and optical analyzers in a historical lab‑automation context, but lacks specific benchtop dipstick design, reflectance photometry details, or implementation specifics.","","","",""
